,NOME,CPF,IDADE,VALOR_EMPRESTIMO,DATA_EMPRESTIMO,FAIXA_ETARIA,PRAZO_MESES,TAXAS_IDADE,DATA,TAXA_MENSAL_CDI,PRIMEIRA_PARCELA_EMPRESTIMO,AMORTIZACAO
87286,José Silva Sant' Anna,115.448.386-03,67,231364.0,2024-06-04,66-70,36,0.18,2024-06-04,0.87,7751.07,5321.75
142474,Priscila Maia Santos,302.382.842-39,59,285070.0,2024-06-05,56-60,60,0.071,2024-06-05,0.87,6239.71,3557.2
20888,Rosimeri Pereira Maia,542.645.374-87,55,269980.0,2024-06-03,51-55,36,0.05,2024-06-03,0.87,8843.91,6360.09
51519,Samuel Cunha Silva,144.550.898-29,84,124237.0,2024-06-04,81-85,120,0.838,2024-06-04,0.87,2441.95,319.98
119709,Daniel Costa Sande,022.174.993-43,28,44916.0,2024-06-05,26-30,72,0.0091,2024-06-05,0.87,844.6,449.74
35702,Samuel Cunha Rodrigues,567.581.467-15,88,242720.0,2024-06-03,86-90,120,1.27,2024-06-03,0.87,5638.49,444.28
154452,Rosimeri Prenda Sant' Anna,383.114.126-69,98,148071.0,2024-06-06,91+,60,2.79,2024-06-06,0.87,6128.45,709.05
61600,Gloria Oliveira Pereira,032.257.279-70,64,194987.0,2024-06-04,61-65,108,0.111,2024-06-04,0.87,2935.71,1022.89
89888,João Cristina Pereira,288.378.942-87,40,130274.0,2024-06-04,36-40,108,0.0112,2024-06-04,0.87,1874.85,726.88
101705,Irani Cristina Sande,122.333.536-41,84,52212.0,2024-06-05,81-85,108,0.838,2024-06-05,0.87,1062.36,170.58
126730,Priscila Matos Pereira,189.512.201-50,46,51103.0,2024-06-05,46-50,48,0.033,2024-06-05,0.87,1316.72,855.26
50493,Marcelo Souza Cristina,264.224.582-90,81,82646.0,2024-06-04,81-85,60,0.838,2024-06-04,0.87,2212.48,800.89
104886,Igor Silva Cunha,833.262.442-82,96,168550.0,2024-06-05,91+,36,2.79,2024-06-05,0.87,8498.97,2330.04
198876,Marcelo Ferreira Ferreira,232.711.668-62,78,71733.0,2024-06-06,76-80,108,0.51,2024-06-06,0.87,1281.59,291.67
137238,Carlos Ferreira Maia,025.586.130-30,66,213482.0,2024-06-05,66-70,108,0.18,2024-06-05,0.87,3314.21,1072.65
40047,Ana Pereira Souza,490.850.298-64,37,43396.0,2024-06-03,36-40,60,0.0112,2024-06-03,0.87,934.35,551.94
50953,Irani Cunha Maia,093.638.726-29,82,98439.0,2024-06-04,81-85,48,0.838,2024-06-04,0.87,3021.61,1340.27
62242,Telma Prenda Sande,365.282.712-08,61,157201.0,2024-06-04,61-65,84,0.111,2024-06-04,0.87,2755.9,1213.76
148435,Gabriel Prenda Prenda,569.371.348-27,78,148040.0,2024-06-05,76-80,36,0.51,2024-06-05,0.87,5245.67,3202.72
149891,Marcelo Ferreira Cristina,332.466.913-80,83,192150.0,2024-06-06,81-85,72,0.838,2024-06-06,0.87,4657.95,1376.03
194657,Gloria Sant' Anna Rodrigues,330.949.602-35,59,32960.0,2024-06-06,56-60,72,0.071,2024-06-06,0.87,632.3,322.15
128486,Pedro Ferreira Pereira,845.473.808-80,50,194350.0,2024-06-05,46-50,72,0.033,2024-06-05,0.87,3682.97,1927.99
194174,Marcelo Matos Cristina,994.946.399-87,57,217668.0,2024-06-06,56-60,72,0.071,2024-06-06,0.87,4175.74,2127.48
69232,Igor Oliveira Cunha,949.054.294-63,28,149619.0,2024-06-04,26-30,120,0.0091,2024-06-04,0.87,2023.01,707.71
168926,Igor Ferreira Cristina,953.317.204-55,28,125610.0,2024-06-06,26-30,48,0.0091,2024-06-06,0.87,3219.03,2114.79
42820,Noemi Cristina Sant' Anna,567.940.026-04,58,32347.0,2024-06-03,56-60,72,0.071,2024-06-03,0.87,620.54,316.15
93909,Gabriel Prenda Sande,980.286.992-94,59,48375.0,2024-06-04,56-60,96,0.071,2024-06-04,0.87,767.53,312.32
93707,Rosimeri Souza Cunha,921.487.858-77,60,31673.0,2024-06-04,56-60,60,0.071,2024-06-04,0.87,693.27,395.23
93495,Rosimeri Santos Sande,599.087.131-75,58,211249.0,2024-06-04,56-60,108,0.071,2024-06-04,0.87,3123.9,1136.05
135744,Maria Oliveira Albernaz,910.801.431-06,67,260139.0,2024-06-05,66-70,72,0.18,2024-06-05,0.87,5167.3,2435.84
165699,Noemi Pereira Matos,334.456.407-26,22,234677.0,2024-06-06,21-25,108,0.0073,2024-06-06,0.87,3371.36,1312.54
157549,Fatima Oliveira Albernaz,423.928.606-96,92,186335.0,2024-06-06,91+,36,2.79,2024-06-06,0.87,9395.76,2575.9
122620,José Souza Prenda,497.786.147-76,52,81299.0,2024-06-05,51-55,60,0.05,2024-06-05,0.87,1769.26,1021.31
123469,Marcelo Matos Prenda,863.949.494-00,42,188702.0,2024-06-05,41-45,108,0.0195,2024-06-05,0.87,2726.03,1047.53
165422,Augusto Santos Souza,787.600.994-88,25,196855.0,2024-06-06,21-25,96,0.0073,2024-06-06,0.87,3042.35,1315.34
70853,Gloria Pereira Ferreira,882.763.231-03,53,74641.0,2024-06-04,51-55,36,0.05,2024-06-04,0.87,2445.06,1758.36
168566,Leticia Sande Pereira,991.348.981-40,28,230560.0,2024-06-06,26-30,108,0.0091,2024-06-06,0.87,3314.94,1288.09
61370,Irani Silva Matos,080.929.849-05,62,236930.0,2024-06-04,61-65,84,0.111,2024-06-04,0.87,4153.63,1829.35
9666,Carlos Pereira Oliveira,913.519.453-78,74,111725.0,2024-06-03,71-75,72,0.33,2024-06-03,0.87,2326.17,985.47
59664,Fatima Maia Santos,899.696.249-03,72,102096.0,2024-06-04,71-75,48,0.33,2024-06-04,0.87,2810.45,1585.3
9835,Igor Silva Rodrigues,243.681.166-07,71,245434.0,2024-06-03,71-75,72,0.33,2024-06-03,0.87,5110.07,2164.86
159718,Noemi Cristina Oliveira,764.112.578-68,74,182496.0,2024-06-06,71-75,84,0.33,2024-06-06,0.87,3460.43,1270.48
26333,Alexandre Oliveira Maia,366.458.414-77,42,270932.0,2024-06-03,41-45,72,0.0195,2024-06-03,0.87,5111.82,2701.88
191690,Marcelo Oliveira Prenda,920.692.855-45,37,282061.0,2024-06-06,36-40,72,0.0112,2024-06-06,0.87,5307.49,2821.97
168100,Alexandre Costa Silva,189.871.471-18,27,139520.0,2024-06-06,26-30,84,0.0091,2024-06-06,0.87,2355.98,1129.46
75071,Marcelo Ferreira Costa,838.660.573-18,44,82747.0,2024-06-04,41-45,108,0.0195,2024-06-04,0.87,1195.38,459.35
48009,Carlos Maia Oliveira,245.859.999-06,78,219481.0,2024-06-03,76-80,72,0.51,2024-06-03,0.87,4828.87,1800.03
133329,Priscila Maia Costa,417.709.339-48,87,275342.0,2024-06-05,86-90,48,1.27,2024-06-05,0.87,9234.29,3341.97
55858,Igor Ferreira Oliveira,048.090.559-22,94,127607.0,2024-06-04,91+,36,2.79,2024-06-04,0.87,6434.46,1764.04
196930,Priscila Pereira Oliveira,984.880.711-08,80,287150.0,2024-06-06,76-80,120,0.51,2024-06-06,0.87,4910.83,948.16
118208,Ana Maia Pereira,282.680.764-10,29,287767.0,2024-06-05,26-30,48,0.0091,2024-06-05,0.87,7374.65,4844.89
140104,Rosimeri Rodrigues Souza,766.288.689-15,40,183022.0,2024-06-05,36-40,48,0.0112,2024-06-05,0.87,4692.56,3079.77
173361,Noemi Pereira Sande,654.531.445-99,54,222735.0,2024-06-06,51-55,48,0.05,2024-06-06,0.87,5761.03,3711.87
170987,Charles Oliveira Souza,667.907.150-02,53,193281.0,2024-06-06,51-55,72,0.05,2024-06-06,0.87,3682.89,1904.7
73036,Augusto Cristina Matos,806.118.414-10,52,155129.0,2024-06-04,51-55,120,0.05,2024-06-04,0.87,2140.42,713.23
97923,Ana Prenda Cunha,102.617.218-79,77,158112.0,2024-06-04,76-80,36,0.51,2024-06-04,0.87,5602.56,3420.61
140377,Carlos Souza Santos,629.622.583-01,37,230730.0,2024-06-05,36-40,84,0.0112,2024-06-05,0.87,3899.22,1866.03
53238,Ana Pereira Oliveira,243.641.087-90,95,239746.0,2024-06-04,91+,108,2.79,2024-06-04,0.87,8959.32,184.62
31390,Noemi Cunha Pereira,282.990.381-11,34,298347.0,2024-06-03,31-35,120,0.0095,2024-06-03,0.87,4034.77,1410.81
64224,Igor Souza Sant' Anna,513.538.550-90,63,51846.0,2024-06-04,61-65,36,0.111,2024-06-04,0.87,1716.39,1207.78
22201,Carlos Cunha Ferreira,698.904.501-94,55,260951.0,2024-06-03,51-55,48,0.05,2024-06-03,0.87,6749.49,4348.74
127070,Noemi Prenda Prenda,906.736.712-59,50,291637.0,2024-06-05,46-50,60,0.033,2024-06-05,0.87,6317.07,3683.59
168491,Leticia Costa Oliveira,123.572.335-67,27,218022.0,2024-06-06,26-30,60,0.0091,2024-06-06,0.87,4691.46,2774.83
8881,Marcelo Sande Santos,079.668.671-88,74,74736.0,2024-06-03,71-75,120,0.33,2024-06-03,0.87,1178.44,281.61
124343,Charles Souza Pereira,055.734.973-75,43,208136.0,2024-06-05,41-45,96,0.0195,2024-06-05,0.87,3233.0,1381.63
108283,Rosimeri Oliveira Costa,508.468.893-31,73,78229.0,2024-06-05,71-75,120,0.33,2024-06-05,0.87,1233.52,294.77
184131,Priscila Silva Maia,576.033.338-06,87,22719.0,2024-06-06,86-90,60,1.27,2024-06-06,0.87,675.92,189.73
55102,Ana Silva Santos,919.205.536-22,93,125705.0,2024-06-04,91+,72,2.79,2024-06-04,0.87,4974.71,373.91
18790,Noemi Sande Ferreira,245.158.227-80,28,85719.0,2024-06-03,26-30,60,0.0091,2024-06-03,0.87,1844.53,1090.97
46698,Pedro Prenda Cristina,547.946.285-79,77,93508.0,2024-06-03,76-80,96,0.51,2024-06-03,0.87,1763.52,473.11
174151,Telma Matos Silva,261.273.323-03,41,146541.0,2024-06-06,41-45,84,0.0195,2024-06-06,0.87,2484.09,1180.61
8,João Rodrigues Ferreira,672.721.400-03,85,189027.0,2024-06-03,81-85,96,0.838,2024-06-03,0.87,4019.38,790.8
60143,Carlos Sande Maia,601.412.837-93,73,235175.0,2024-06-04,71-75,60,0.33,2024-06-04,0.87,5521.0,2698.9
30754,Samuel Oliveira Santos,359.617.218-76,35,195002.0,2024-06-03,31-35,72,0.0095,2024-06-03,0.87,3667.29,1952.25
78266,Marcelo Ferreira Sant' Anna,568.028.832-01,50,38386.0,2024-06-04,46-50,60,0.033,2024-06-04,0.87,831.47,484.84
102248,Augusto Souza Oliveira,565.273.780-84,82,281612.0,2024-06-05,81-85,72,0.838,2024-06-05,0.87,6826.61,2016.68
147382,Ana Souza Sande,755.701.593-20,78,248641.0,2024-06-05,76-80,96,0.51,2024-06-05,0.87,4689.26,1258.01
82969,Leticia Ferreira Santos,562.255.306-73,86,253272.0,2024-06-04,86-90,48,1.27,2024-06-04,0.87,8494.11,3074.09
78869,Fatima Ferreira Silva,634.793.382-91,47,128751.0,2024-06-04,46-50,108,0.033,2024-06-04,0.87,1871.44,708.82
39925,Maria Sant' Anna Pereira,194.739.992-67,37,141382.0,2024-06-03,36-40,36,0.0112,2024-06-03,0.87,4600.22,3354.36
193845,Gloria Silva Sande,530.131.049-61,57,145089.0,2024-06-06,56-60,36,0.071,2024-06-06,0.87,4770.12,3404.83
27588,Igor Matos Oliveira,985.537.862-85,47,284398.0,2024-06-03,46-50,108,0.033,2024-06-03,0.87,4133.82,1565.71
145493,Carlos Cristina Matos,257.400.081-15,18,150770.0,2024-06-05,15-20,36,0.0065,2024-06-05,0.87,4901.67,3580.17
111429,Fatima Cristina Pereira,095.048.260-91,63,209935.0,2024-06-05,61-65,60,0.111,2024-06-05,0.87,4645.74,2586.28
102042,José Prenda Santos,654.876.385-86,81,286782.0,2024-06-05,81-85,48,0.838,2024-06-05,0.87,8802.85,3904.61
30459,Noemi Cristina Oliveira,760.751.282-98,35,37526.0,2024-06-03,31-35,60,0.0095,2024-06-03,0.87,807.58,477.54
159451,Igor Souza Silva,701.531.880-65,73,27999.0,2024-06-06,71-75,48,0.33,2024-06-06,0.87,770.74,434.75
26362,Gabriel Santos Cunha,086.685.713-38,44,26748.0,2024-06-03,41-45,48,0.0195,2024-06-03,0.87,687.09,449.17
15629,Noemi Prenda Pereira,720.260.584-82,23,123474.0,2024-06-03,21-25,48,0.0073,2024-06-03,0.87,3163.0,2079.76
11451,Samuel Cunha Silva,712.952.653-03,73,292887.0,2024-06-03,71-75,36,0.33,2024-06-03,0.87,10067.18,6552.54
123045,José Pereira Cunha,277.473.374-00,53,186254.0,2024-06-05,51-55,120,0.05,2024-06-05,0.87,2569.87,856.33
120544,Igor Matos Oliveira,760.067.007-00,52,214704.0,2024-06-05,51-55,108,0.05,2024-06-05,0.87,3144.98,1169.7
92329,Telma Santos Oliveira,181.095.832-61,57,55298.0,2024-06-04,56-60,96,0.071,2024-06-04,0.87,877.38,357.03
160453,Ana Rodrigues Maia,376.632.563-95,74,250680.0,2024-06-06,71-75,96,0.33,2024-06-06,0.87,4411.95,1403.79
14947,Gabriel Silva Santos,239.776.521-76,24,52148.0,2024-06-03,21-25,48,0.0073,2024-06-03,0.87,1335.86,878.37
28654,Maria Souza Oliveira,871.823.388-07,48,69589.0,2024-06-03,46-50,36,0.033,2024-06-03,0.87,2272.85,1644.46
199187,Pedro Ferreira Cunha,387.727.639-30,80,265970.0,2024-06-06,76-80,60,0.51,2024-06-06,0.87,6547.28,2876.89
127809,Augusto Maia Silva,334.695.345-94,50,187531.0,2024-06-05,46-50,96,0.033,2024-06-05,0.87,2929.25,1235.85
146430,Priscila Prenda Ferreira,756.648.215-74,19,50030.0,2024-06-05,15-20,36,0.0065,2024-06-05,0.87,1626.52,1188.01
21182,Rosimeri Matos Pereira,340.398.637-39,53,188378.0,2024-06-03,51-55,36,0.05,2024-06-03,0.87,6170.82,4437.74
79966,Irani Prenda Souza,579.284.765-76,35,243317.0,2024-06-04,31-35,84,0.0095,2024-06-04,0.87,4109.34,1969.37
46846,Gabriel Oliveira Silva,602.509.789-54,77,258728.0,2024-06-03,76-80,96,0.51,2024-06-03,0.87,4879.49,1309.04
58435,Pedro Sande Prenda,789.125.964-03,72,34845.0,2024-06-04,71-75,84,0.33,2024-06-04,0.87,660.72,242.58
163063,Daniel Cunha Oliveira,905.317.006-58,63,42244.0,2024-06-06,61-65,72,0.111,2024-06-06,0.87,820.88,406.47
36218,Telma Sande Souza,160.493.101-90,68,296575.0,2024-06-03,66-70,84,0.18,2024-06-03,0.87,5331.0,2216.96
140765,Fatima Albernaz Matos,517.291.745-40,38,43017.0,2024-06-05,36-40,36,0.0112,2024-06-05,0.87,1399.67,1020.6
150985,João Silva Rodrigues,930.762.491-77,85,66075.0,2024-06-06,81-85,84,0.838,2024-06-06,0.87,1487.07,358.51
170928,Charles Albernaz Prenda,808.810.230-86,53,93373.0,2024-06-06,51-55,60,0.05,2024-06-06,0.87,2032.02,1172.99
161191,Telma Silva Ferreira,497.022.176-60,62,71937.0,2024-06-06,61-65,84,0.111,2024-06-06,0.87,1261.13,555.43
53082,Charles Matos Sande,302.744.501-43,99,31083.0,2024-06-04,91+,72,2.79,2024-06-04,0.87,1230.09,92.45
182516,Charles Santos Santos,223.648.759-27,33,201817.0,2024-06-06,31-35,96,0.0095,2024-06-06,0.87,3121.88,1346.9
185804,Pedro Oliveira Maia,896.930.494-03,67,296263.0,2024-06-06,66-70,36,0.18,2024-06-06,0.87,9925.29,6814.53
88350,Daniel Maia Rodrigues,551.493.868-98,69,130362.0,2024-06-04,66-70,96,0.18,2024-06-04,0.87,2161.96,793.16
47367,Samuel Santos Silva,168.345.361-16,77,106193.0,2024-06-03,76-80,60,0.51,2024-06-03,0.87,2614.11,1148.65
48019,Augusto Sande Sant' Anna,502.341.702-63,80,89779.0,2024-06-03,76-80,108,0.51,2024-06-03,0.87,1604.01,365.06
127029,José Souza Santos,961.957.415-07,46,242966.0,2024-06-05,46-50,48,0.033,2024-06-05,0.87,6260.25,4066.27
84831,Igor Sande Rodrigues,209.801.655-71,87,192359.0,2024-06-04,86-90,96,1.27,2024-06-04,0.87,4736.91,620.43
124489,Samuel Maia Albernaz,005.224.175-07,41,112179.0,2024-06-05,41-45,84,0.0195,2024-06-05,0.87,1901.6,903.77
167698,Irani Rodrigues Souza,300.757.506-00,28,92022.0,2024-06-06,26-30,48,0.0091,2024-06-06,0.87,2358.26,1549.29
114246,Marcelo Sande Albernaz,326.731.104-70,23,298400.0,2024-06-05,21-25,48,0.0073,2024-06-05,0.87,7644.03,5026.17
198516,José Cunha Oliveira,199.325.417-02,78,112804.0,2024-06-06,76-80,60,0.51,2024-06-06,0.87,2776.85,1220.15
25960,Gloria Ferreira Oliveira,791.869.274-85,43,249276.0,2024-06-03,41-45,72,0.0195,2024-06-03,0.87,4703.22,2485.91
160847,Fatima Sant' Anna Maia,062.938.217-42,74,220253.0,2024-06-06,71-75,36,0.33,2024-06-06,0.87,7570.59,4927.55
147402,Ana Souza Sande,607.767.720-58,76,38279.0,2024-06-05,76-80,48,0.51,2024-06-05,0.87,1095.85,567.6
85235,Maria Pereira Matos,445.227.245-27,86,173578.0,2024-06-04,86-90,48,1.27,2024-06-04,0.87,5821.38,2106.81
98647,Charles Cunha Albernaz,029.284.476-01,79,125579.0,2024-06-04,76-80,36,0.51,2024-06-04,0.87,4449.78,2716.79
188790,Telma Cristina Silva,081.541.617-29,37,54262.0,2024-06-06,36-40,84,0.0112,2024-06-06,0.87,917.0,438.84
87466,Daniel Rodrigues Souza,472.383.221-10,70,123070.0,2024-06-04,66-70,48,0.18,2024-06-04,0.87,3277.28,1985.05
24463,Gloria Souza Rodrigues,455.709.095-83,44,94791.0,2024-06-03,41-45,96,0.0195,2024-06-03,0.87,1472.4,629.23
79150,Gloria Albernaz Sande,164.701.295-36,48,189841.0,2024-06-04,46-50,96,0.033,2024-06-04,0.87,2965.34,1251.08
174779,Gabriel Cunha Ferreira,707.199.148-09,45,228495.0,2024-06-06,41-45,96,0.0195,2024-06-06,0.87,3549.24,1516.78
3984,Daniel Souza Souza,454.555.109-24,96,280491.0,2024-06-03,91+,36,2.79,2024-06-03,0.87,14143.48,3877.51
178089,Daniel Sande Silva,586.919.724-40,49,119126.0,2024-06-06,46-50,108,0.033,2024-06-06,0.87,1731.54,655.83
61987,Samuel Ferreira Rodrigues,676.625.673-70,65,182208.0,2024-06-04,61-65,36,0.111,2024-06-04,0.87,6032.09,4244.63
36023,Daniel Cristina Cunha,976.346.345-90,68,22668.0,2024-06-03,66-70,60,0.18,2024-06-03,0.87,511.14,273.13
193138,Pedro Sande Albernaz,335.236.957-75,59,183220.0,2024-06-06,56-60,96,0.071,2024-06-06,0.87,2907.03,1182.93
178920,Carlos Albernaz Ferreira,840.546.941-95,47,173307.0,2024-06-06,46-50,84,0.033,2024-06-06,0.87,2952.51,1387.55
182663,Gloria Maia Souza,080.812.250-99,35,278685.0,2024-06-06,31-35,48,0.0095,2024-06-06,0.87,7142.55,4691.52
12077,João Cristina Matos,650.342.763-80,63,164821.0,2024-06-03,61-65,72,0.111,2024-06-03,0.87,3202.77,1585.88
105932,Charles Albernaz Sant' Anna,280.673.188-75,92,36738.0,2024-06-05,91+,96,2.79,2024-06-05,0.87,1388.66,44.05
8057,Rosimeri Silva Albernaz,574.602.394-96,99,226855.0,2024-06-03,91+,72,2.79,2024-06-03,0.87,8977.66,674.77
43452,Marcelo Pereira Cristina,503.138.572-37,60,198726.0,2024-06-03,56-60,108,0.071,2024-06-03,0.87,2938.71,1068.7
37891,Alexandre Silva Maia,077.903.943-20,70,276919.0,2024-06-03,66-70,36,0.18,2024-06-03,0.87,9277.23,6369.58
178863,Charles Silva Prenda,600.741.068-48,48,259897.0,2024-06-06,46-50,36,0.033,2024-06-06,0.87,8488.52,6141.65
112031,Noemi Pereira Pereira,999.572.785-41,63,169087.0,2024-06-05,61-65,96,0.111,2024-06-05,0.87,2727.01,1068.27
195233,Gloria Souza Rodrigues,215.857.665-00,19,288491.0,2024-06-06,15-20,120,0.0065,2024-06-06,0.87,3895.66,1367.04
191378,Priscila Sant' Anna Cunha,935.587.807-95,38,265670.0,2024-06-06,36-40,36,0.0112,2024-06-06,0.87,8644.25,6303.17
87518,Priscila Cunha Silva,325.723.218-74,68,200458.0,2024-06-04,66-70,60,0.18,2024-06-04,0.87,4520.09,2415.28
183003,Carlos Silva Silva,259.137.328-04,86,217795.0,2024-06-06,86-90,72,1.27,2024-06-06,0.87,5957.99,1297.18
116775,Leticia Silva Rodrigues,431.005.839-65,25,242463.0,2024-06-05,21-25,72,0.0073,2024-06-05,0.87,4556.61,2429.48
176527,Alexandre Rodrigues Sant' Anna,612.530.468-08,42,107950.0,2024-06-06,41-45,48,0.0195,2024-06-06,0.87,2772.96,1812.74
2896,Priscila Silva Matos,190.724.773-40,81,63297.0,2024-06-03,81-85,96,0.838,2024-06-03,0.87,1345.92,264.81
151796,Telma Costa Albernaz,019.904.920-37,82,77018.0,2024-06-06,81-85,120,0.838,2024-06-06,0.87,1513.83,198.36
39121,Carlos Sant' Anna Sant' Anna,137.868.807-43,37,29556.0,2024-06-03,36-40,96,0.0112,2024-06-03,0.87,457.52,197.07
102530,Irani Albernaz Pereira,889.405.332-67,99,251922.0,2024-06-05,91+,120,2.79,2024-06-05,0.87,9345.44,125.09
34112,Noemi Rodrigues Maia,407.725.959-25,88,36489.0,2024-06-03,86-90,60,1.27,2024-06-03,0.87,1085.6,304.74
116845,Samuel Maia Pereira,166.974.376-42,22,147544.0,2024-06-05,21-25,120,0.0073,2024-06-05,0.87,1993.17,698.77
74388,Charles Pereira Pereira,348.362.206-37,45,130353.0,2024-06-04,41-45,84,0.0195,2024-06-04,0.87,2209.68,1050.19
185299,José Sande Oliveira,101.775.455-18,90,140292.0,2024-06-06,86-90,48,1.27,2024-06-06,0.87,4705.05,1702.8
12139,Ana Cunha Silva,869.589.653-61,61,56937.0,2024-06-03,61-65,108,0.111,2024-06-03,0.87,857.24,298.69
52164,Fatima Costa Sant' Anna,581.790.746-17,84,220592.0,2024-06-04,81-85,84,0.838,2024-06-04,0.87,4964.6,1196.89
33123,Samuel Prenda Ferreira,068.639.501-89,90,207521.0,2024-06-03,86-90,108,1.27,2024-06-03,0.87,4943.12,502.17
192670,Priscila Oliveira Sant' Anna,712.529.264-05,56,119973.0,2024-06-06,56-60,96,0.071,2024-06-06,0.87,1903.53,774.58
92613,Charles Cristina Cristina,529.204.976-00,56,75180.0,2024-06-04,56-60,36,0.071,2024-06-04,0.87,2471.71,1764.27
2281,Augusto Souza Cristina,782.585.905-70,85,176292.0,2024-06-03,81-85,60,0.838,2024-06-03,0.87,4719.45,1708.38
171024,Gloria Sande Oliveira,455.126.791-04,55,120019.0,2024-06-06,51-55,84,0.05,2024-06-06,0.87,2057.54,953.37
28461,Noemi Santos Matos,719.138.724-67,47,79954.0,2024-06-03,46-50,48,0.033,2024-06-03,0.87,2060.09,1338.11
144970,Augusto Pereira Silva,594.394.891-03,20,254094.0,2024-06-05,15-20,36,0.0065,2024-06-05,0.87,8260.83,6033.7
176694,Priscila Sant' Anna Souza,810.436.989-06,47,227060.0,2024-06-06,46-50,60,0.033,2024-06-06,0.87,4918.28,2867.93
13005,Noemi Souza Cunha,326.963.316-50,63,124692.0,2024-06-03,61-65,108,0.111,2024-06-03,0.87,1877.36,654.13
155545,Leticia Silva Cunha,293.034.395-89,91,167621.0,2024-06-06,91+,84,2.79,2024-06-06,0.87,6449.85,314.92
92791,Maria Silva Albernaz,508.767.173-00,57,50360.0,2024-06-04,56-60,60,0.071,2024-06-04,0.87,1102.3,628.41
39492,Noemi Albernaz Maia,687.810.829-24,39,225147.0,2024-06-03,36-40,36,0.0112,2024-06-03,0.87,7325.73,5341.73
151284,Pedro Sande Albernaz,885.696.663-81,81,56865.0,2024-06-06,81-85,36,0.838,2024-06-06,0.87,2127.71,1156.46
98620,Leticia Prenda Pereira,272.955.286-36,78,286696.0,2024-06-04,76-80,108,0.51,2024-06-04,0.87,5122.16,1165.76
187603,Charles Ferreira Ferreira,101.637.657-07,68,83882.0,2024-06-06,66-70,72,0.18,2024-06-06,0.87,1666.2,785.44
22099,Telma Ferreira Rodrigues,856.369.829-09,52,198377.0,2024-06-03,51-55,48,0.05,2024-06-03,0.87,5131.01,3305.94
102109,Carlos Pereira Rodrigues,014.860.095-65,82,48709.0,2024-06-05,81-85,108,0.838,2024-06-05,0.87,991.08,159.13
184592,Marcelo Silva Rodrigues,801.836.515-61,90,278337.0,2024-06-06,86-90,108,1.27,2024-06-06,0.87,6629.94,673.53
191338,Rosimeri Costa Silva,934.595.298-57,40,174057.0,2024-06-06,36-40,36,0.0112,2024-06-06,0.87,5663.39,4129.6
186432,Igor Sande Albernaz,947.467.987-88,67,245670.0,2024-06-06,66-70,48,0.18,2024-06-06,0.87,6542.04,3962.5
195625,Irani Prenda Souza,702.952.721-63,19,42814.0,2024-06-06,15-20,120,0.0065,2024-06-06,0.87,578.14,202.88
5827,Fatima Sande Santos,887.754.131-83,99,153699.0,2024-06-03,91+,120,2.79,2024-06-03,0.87,5701.71,76.33
109890,Alexandre Ferreira Albernaz,582.260.178-23,73,118907.0,2024-06-05,71-75,96,0.33,2024-06-05,0.87,2092.75,665.87
44230,Alexandre Prenda Prenda,740.534.088-14,60,265967.0,2024-06-03,56-60,96,0.071,2024-06-03,0.87,4219.93,1717.18
171987,José Oliveira Rodrigues,228.004.516-88,53,208158.0,2024-06-06,51-55,120,0.05,2024-06-06,0.87,2872.09,957.04
90943,Pedro Souza Silva,809.201.554-64,39,134240.0,2024-06-04,36-40,36,0.0112,2024-06-04,0.87,4367.84,3184.92
63807,Marcelo Santos Costa,765.340.547-95,63,135917.0,2024-06-04,61-65,84,0.111,2024-06-04,0.87,2382.77,1049.42
197315,Telma Sant' Anna Maia,205.656.540-47,76,45071.0,2024-06-06,76-80,108,0.51,2024-06-06,0.87,805.25,183.27
59497,Marcelo Sande Maia,264.024.178-82,75,244818.0,2024-06-04,71-75,84,0.33,2024-06-04,0.87,4642.16,1704.34
25841,Igor Albernaz Silva,129.192.130-32,41,249954.0,2024-06-03,41-45,36,0.0195,2024-06-03,0.87,8144.64,5921.3
98697,José Sande Sant' Anna,828.464.662-54,79,254742.0,2024-06-04,76-80,108,0.51,2024-06-04,0.87,4551.26,1035.82
13091,Leticia Costa Matos,172.633.885-10,65,106492.0,2024-06-03,61-65,84,0.111,2024-06-03,0.87,1866.91,822.22
71054,Leticia Cunha Ferreira,174.655.255-78,55,293365.0,2024-06-04,51-55,72,0.05,2024-06-04,0.87,5589.94,2890.98
28955,Leticia Silva Souza,386.555.222-60,47,209463.0,2024-06-03,46-50,108,0.033,2024-06-03,0.87,3044.62,1153.17
35307,Carlos Matos Santos,336.805.376-03,87,195485.0,2024-06-03,86-90,84,1.27,2024-06-03,0.87,5033.35,849.97
106507,Daniel Matos Silva,059.003.545-20,93,121447.0,2024-06-05,91+,84,2.79,2024-06-05,0.87,4673.13,228.17
47469,Igor Cristina Souza,925.720.228-34,77,188352.0,2024-06-03,76-80,96,0.51,2024-06-03,0.87,3552.23,952.97
135469,Charles Costa Sant' Anna,100.730.972-50,87,74617.0,2024-06-05,86-90,96,1.27,2024-06-05,0.87,1837.47,240.67
8795,Daniel Costa Santos,734.987.551-70,72,117795.0,2024-06-03,71-75,48,0.33,2024-06-03,0.87,3242.61,1829.07
75162,Gabriel Sant' Anna Rodrigues,539.612.970-02,43,145134.0,2024-06-04,41-45,60,0.0195,2024-06-04,0.87,3132.02,1841.05
120560,Carlos Ferreira Costa,268.608.380-86,52,280119.0,2024-06-05,51-55,48,0.05,2024-06-05,0.87,7245.26,4668.17
