NOME,CPF,IDADE,VALOR_EMPRESTIMO,DATA_EMPRESTIMO,FAIXA_ETARIA,PRAZO_MESES,TAXAS_IDADE,DATA,TAXA_MENSAL_CDI,PRIMEIRA_PARCELA_EMPRESTIMO,AMORTIZACAO,PRIMEIRA_PARCELA_EMPRESTIMO_AUD_CONT,DIFERENÇA_PRIM_PARC
Irani Rodrigues Sant' Anna,663.680.356-84,79,139311.0,2024-06-04,76-80,96,0.51,2024-06-04,0.87,2627.513330327301,704.85,2627.34,0.17333032730084597
Irani Prenda Albernaz,763.692.828-04,77,204073.0,2024-06-04,76-80,72,0.51,2024-06-04,0.87,4490.333273572363,1673.67,4489.88,0.4532735723632868
Leticia Oliveira Santos,950.340.636-62,77,41754.0,2024-06-04,76-80,120,0.51,2024-06-04,0.87,713.068114434502,137.87,714.08,-1.0118855654980052
Carlos Pereira Santos,861.832.121-48,85,182979.0,2024-06-05,81-85,60,0.838,2024-06-05,0.87,4899.916153253558,1773.18,4898.46,1.4561532535581136
João Sant' Anna Costa,684.799.637-43,84,174532.0,2024-06-05,81-85,96,0.838,2024-06-05,0.87,3711.714918683151,730.16,3711.17,0.5449186831510815
Telma Sant' Anna Maia,478.887.572-19,85,154310.0,2024-06-05,81-85,108,0.838,2024-06-05,0.87,3138.804113637784,504.13,3139.74,-0.9358863622155695
Marcelo Rodrigues Prenda,136.455.270-10,84,276598.0,2024-06-05,81-85,96,0.838,2024-06-05,0.87,5882.925806213862,1157.16,5881.45,1.4758062138625974
Charles Oliveira Sant' Anna,876.944.331-91,82,116830.0,2024-06-05,81-85,84,0.838,2024-06-05,0.87,2628.782061377599,633.89,2629.35,-0.5679386224010159
Igor Rodrigues Santos,577.165.870-72,84,189227.0,2024-06-05,81-85,120,0.838,2024-06-05,0.87,3720.6851518535623,487.36,3719.36,1.3251518535621472
Rosimeri Souza Prenda,405.041.140-77,81,298562.0,2024-06-05,81-85,60,0.838,2024-06-05,0.87,7991.478579021616,2893.25,7992.69,-1.2114209783840124
Ana Prenda Matos,421.819.064-08,85,282659.0,2024-06-05,81-85,84,0.838,2024-06-05,0.87,6361.521262361251,1533.65,6361.47,0.05126236125033756
Gloria Albernaz Prenda,594.426.359-80,84,170172.0,2024-06-05,81-85,36,0.838,2024-06-05,0.87,6367.101293219618,3460.75,6367.29,-0.18870678038183542
José Souza Pereira,420.908.265-17,83,263974.0,2024-06-05,81-85,60,0.838,2024-06-05,0.87,7065.58645961716,2558.07,7066.75,-1.1635403828404378
Fatima Cristina Albernaz,476.193.144-23,85,151902.0,2024-06-05,81-85,96,0.838,2024-06-05,0.87,3231.1613653868067,635.49,3229.98,1.1813653868066467
Samuel Cristina Ferreira,009.002.165-73,97,199023.0,2024-06-05,91+,120,2.79,2024-06-05,0.87,7381.590678398777,98.83,7383.07,-1.4793216012230914
Igor Silva Silva,069.297.287-05,95,202419.0,2024-06-05,91+,84,2.79,2024-06-05,0.87,7789.540004998631,380.3,7788.84,0.7000049986309023
Ana Souza Matos,772.969.801-33,96,102070.0,2024-06-05,91+,84,2.79,2024-06-05,0.87,3927.6925853329776,191.77,3927.53,0.1625853329774145
Alexandre Matos Oliveira,288.095.416-93,99,186136.0,2024-06-05,91+,60,2.79,2024-06-05,0.87,7703.420196150192,891.33,7703.91,-0.48980384980768576
Fatima Rodrigues Cunha,027.894.825-19,95,296877.0,2024-06-05,91+,36,2.79,2024-06-05,0.87,14969.453820056564,4104.03,14969.73,-0.27617994343563623
Leticia Pereira Oliveira,977.398.061-88,99,128138.0,2024-06-05,91+,36,2.79,2024-06-05,0.87,6460.547899463657,1771.38,6461.23,-0.6821005363426593
Charles Souza Costa,774.169.589-46,95,139000.0,2024-06-05,91+,60,2.79,2024-06-05,0.87,5752.809090717929,665.62,5753.02,-0.21090928207104298
Telma Prenda Costa,604.440.586-99,91,72260.0,2024-06-05,91+,120,2.79,2024-06-05,0.87,2681.943853284988,35.88,2680.6,1.3438532849881994
Irani Cunha Cristina,576.674.046-82,94,88225.0,2024-06-05,91+,84,2.79,2024-06-05,0.87,3394.228749328942,165.76,3394.79,-0.5612506710581329
Carlos Ferreira Maia,607.278.221-36,97,81772.0,2024-06-05,91+,60,2.79,2024-06-05,0.87,3383.83157759518,391.57,3384.43,-0.5984224048197575
Marcelo Santos Santos,568.556.035-48,96,142392.0,2024-06-05,91+,36,2.79,2024-06-05,0.87,7180.203287969506,1968.43,7179.98,0.22328796950660035
Augusto Sande Prenda,593.865.943-40,95,60769.0,2024-06-05,91+,48,2.79,2024-06-05,0.87,2707.228075345157,481.95,2706.1,1.128075345156958
Irani Santos Ferreira,753.497.426-71,94,108086.0,2024-06-05,91+,48,2.79,2024-06-05,0.87,4813.196193172426,857.22,4813.17,0.026193172426246747
Gloria Maia Costa,158.855.730-85,91,119888.0,2024-06-05,91+,108,2.79,2024-06-05,0.87,4481.380093307287,92.32,4480.22,1.160093307286843
Charles Silva Pereira,082.349.782-84,97,106315.0,2024-06-05,91+,120,2.79,2024-06-05,0.87,3943.9653842232688,52.79,3943.92,0.045384223268683854
Igor Matos Matos,562.161.147-00,95,299912.0,2024-06-05,91+,120,2.79,2024-06-05,0.87,11126.694298520812,148.93,11125.71,0.9842985208124446
João Costa Sant' Anna,183.071.885-12,99,67992.0,2024-06-05,91+,72,2.79,2024-06-05,0.87,2689.822663057194,202.24,2690.75,-0.9273369428060505
Daniel Albernaz Cunha,037.034.752-85,92,217114.0,2024-06-05,91+,36,2.79,2024-06-05,0.87,10947.861735679831,3001.39,10947.76,0.10173567983110843
Carlos Maia Sant' Anna,044.820.086-48,99,127939.0,2024-06-05,91+,120,2.79,2024-06-05,0.87,4745.8812027226895,63.53,4746.1,-0.2187972773108413
Daniel Costa Albernaz,048.468.485-07,94,71725.0,2024-06-05,91+,120,2.79,2024-06-05,0.87,2661.8607472055724,35.61,2660.75,1.110747205572352
Charles Albernaz Cunha,356.336.691-85,98,285962.0,2024-06-05,91+,60,2.79,2024-06-05,0.87,11834.175275588645,1369.36,11835.57,-1.3947244113551278
Alexandre Ferreira Souza,396.420.926-03,96,213688.0,2024-06-05,91+,60,2.79,2024-06-05,0.87,8843.084054440744,1023.27,8844.25,-1.1659455592562153
Gloria Souza Prenda,430.218.844-82,99,179481.0,2024-06-05,91+,96,2.79,2024-06-05,0.87,6783.664249191927,215.19,6784.19,-0.5257508080721891
Rosimeri Matos Pereira,660.955.309-20,97,72270.0,2024-06-05,91+,108,2.79,2024-06-05,0.87,2700.7833119215406,55.65,2700.73,0.05331192154062592
Samuel Cunha Costa,742.294.017-44,96,148931.0,2024-06-05,91+,72,2.79,2024-06-05,0.87,5894.49654778293,442.99,5893.86,0.6365477829303927
Pedro Sande Silva,218.805.798-80,97,64094.0,2024-06-05,91+,84,2.79,2024-06-05,0.87,2464.844910353145,120.42,2466.26,-1.4150896468549945
Alexandre Prenda Cristina,988.203.225-79,98,210584.0,2024-06-05,91+,60,2.79,2024-06-05,0.87,8715.590802559756,1008.41,8715.78,-0.1891974402442429
Samuel Oliveira Pereira,193.490.588-71,98,60947.0,2024-06-05,91+,48,2.79,2024-06-05,0.87,2713.462810977565,483.37,2714.03,-0.5671890224352865
Daniel Pereira Souza,268.925.091-85,91,141294.0,2024-06-05,91+,120,2.79,2024-06-05,0.87,5240.816145632071,70.16,5241.52,-0.7038543679291251
Rosimeri Souza Albernaz,280.129.858-10,93,105178.0,2024-06-05,91+,60,2.79,2024-06-05,0.87,4352.692645022194,503.66,4353.17,-0.47735497780649894
Pedro Ferreira Silva,807.710.672-24,95,26572.0,2024-06-05,91+,60,2.79,2024-06-05,0.87,1099.372089020257,127.24,1099.78,-0.40791097974306467
Pedro Pereira Costa,235.841.623-19,91,229803.0,2024-06-05,91+,108,2.79,2024-06-05,0.87,8587.281993136476,176.96,8587.75,-0.4680068635243515
Telma Sande Cristina,226.658.865-61,98,73495.0,2024-06-05,91+,48,2.79,2024-06-05,0.87,3271.772505152876,582.88,3272.8,-1.027494847124217
Gabriel Albernaz Rodrigues,335.829.137-59,98,219118.0,2024-06-05,91+,72,2.79,2024-06-05,0.87,8670.389385158072,651.76,8671.48,-1.090614841927163
José Cristina Souza,711.981.039-14,97,37887.0,2024-06-05,91+,36,2.79,2024-06-05,0.87,1910.8975091069872,523.75,1910.41,0.4875091069870905
Igor Oliveira Sande,545.991.955-02,91,123799.0,2024-06-05,91+,84,2.79,2024-06-05,0.87,4763.372406809407,232.6,4763.64,-0.26759319059328845
Samuel Silva Pereira,338.354.570-98,94,276121.0,2024-06-05,91+,72,2.79,2024-06-05,0.87,10926.936926904811,821.31,10927.34,-0.4030730951890291
Daniel Oliveira Costa,448.807.159-72,92,214854.0,2024-06-05,91+,72,2.79,2024-06-05,0.87,8501.332588403642,639.07,8502.73,-1.397411596357415
Marcelo Sant' Anna Albernaz,114.710.994-07,72,40072.0,2024-06-05,71-75,60,0.33,2024-06-05,0.87,941.423820556232,459.88,940.74,0.6838205562320354
Gloria Ferreira Pereira,075.362.049-90,72,278587.0,2024-06-05,71-75,120,0.33,2024-06-05,0.87,4392.441894862706,1049.73,4392.77,-0.32810513729418744
Marcelo Albernaz Prenda,515.209.525-46,74,67839.0,2024-06-05,71-75,84,0.33,2024-06-05,0.87,1286.8181114484646,472.27,1286.34,0.4781114484646878
Leticia Matos Oliveira,557.481.106-52,74,205943.0,2024-06-05,71-75,96,0.33,2024-06-05,0.87,3624.17461412882,1153.26,3624.58,-0.4053858711799876
Noemi Souza Costa,846.777.230-10,72,22188.0,2024-06-05,71-75,120,0.33,2024-06-05,0.87,351.1140454243068,83.6,349.86,1.2540454243068098
Samuel Sande Cristina,069.735.903-49,73,297965.0,2024-06-05,71-75,120,0.33,2024-06-05,0.87,4697.729166230635,1122.75,4698.33,-0.6008337693647263
Augusto Oliveira Matos,629.604.431-36,71,20362.0,2024-06-05,71-75,84,0.33,2024-06-05,0.87,385.2573939913796,141.76,386.1,-0.8426060086204075
Pedro Costa Silva,796.416.416-38,73,129132.0,2024-06-05,71-75,120,0.33,2024-06-05,0.87,2037.5808956945896,486.58,2036.16,1.4208956945894897
Charles Costa Ferreira,180.918.266-21,75,178467.0,2024-06-05,71-75,72,0.33,2024-06-05,0.87,3714.422327101476,1574.18,3715.78,-1.3576728985240152
Alexandre Albernaz Sant' Anna,331.930.034-25,74,235284.0,2024-06-05,71-75,108,0.33,2024-06-05,0.87,3896.9713088243793,1074.94,3898.35,-1.3786911756205882
Maria Costa Santos,672.530.662-43,73,232637.0,2024-06-05,71-75,48,0.33,2024-06-05,0.87,6404.38749836684,3612.29,6403.93,0.4574983668399
José Sande Sande,956.489.859-59,63,256617.0,2024-06-05,61-65,96,0.111,2024-06-05,0.87,4139.847146565543,1621.27,4138.68,1.16714656554268
João Pereira Albernaz,899.367.504-03,65,268249.0,2024-06-05,61-65,84,0.111,2024-06-05,0.87,4703.89724743503,2071.16,4702.68,1.2172474350300035
Daniel Costa Prenda,294.155.949-34,65,73373.0,2024-06-05,61-65,60,0.111,2024-06-05,0.87,1623.738289977503,903.91,1623.7,0.038289977502927286
Rosimeri Ferreira Sant' Anna,661.414.681-52,63,51009.0,2024-06-05,61-65,60,0.111,2024-06-05,0.87,1129.3172887986252,628.4,1128.8,0.517288798625259
Daniel Santos Cunha,175.975.159-60,65,176845.0,2024-06-05,61-65,108,0.111,2024-06-05,0.87,2662.781615031196,927.72,2662.57,0.21161503119583358
Samuel Souza Matos,697.355.368-03,63,188556.0,2024-06-05,61-65,84,0.111,2024-06-05,0.87,3305.537049044456,1455.85,3305.58,-0.04295095554380168
Ana Pereira Matos,955.837.311-76,61,292287.0,2024-06-05,61-65,60,0.111,2024-06-05,0.87,6467.44356350987,3600.8,6468.14,-0.6964364901305089
Samuel Sande Cristina,208.129.123-14,64,225657.0,2024-06-05,61-65,96,0.111,2024-06-05,0.87,3637.9821460988583,1425.66,3639.36,-1.3778539011418616
Fatima Prenda Prenda,426.361.535-27,62,198374.0,2024-06-05,61-65,36,0.111,2024-06-05,0.87,6566.8947307289045,4621.22,6567.27,-0.3752692710959309
Irani Costa Maia,833.127.020-70,64,109905.0,2024-06-05,61-65,48,0.111,2024-06-05,0.87,2882.591506105323,1803.76,2881.93,0.661506105323042
José Ferreira Matos,639.476.104-40,62,140003.0,2024-06-05,61-65,108,0.111,2024-06-05,0.87,2106.741416703157,734.45,2107.88,-1.1385832968430805
Maria Oliveira Rodrigues,035.346.192-00,62,179251.0,2024-06-05,61-65,36,0.111,2024-06-05,0.87,5934.512809941317,4175.75,5934.2,0.31280994131702755
João Pereira Cristina,554.090.300-52,22,188473.0,2024-06-05,21-25,36,0.0073,2024-06-05,0.87,6127.702877984129,4474.82,6128.29,-0.587122015870591
Noemi Matos Sande,854.346.723-30,22,56615.0,2024-06-05,21-25,72,0.0073,2024-06-05,0.87,1064.9234249195913,567.29,1063.97,0.9534249195912707
João Matos Costa,263.649.090-60,22,255108.0,2024-06-05,21-25,72,0.0073,2024-06-05,0.87,4792.879152928605,2556.18,4794.24,-1.3608470713943461
Gloria Matos Albernaz,923.543.352-53,22,46799.0,2024-06-05,21-25,96,0.0073,2024-06-05,0.87,723.8722993855923,312.7,723.27,0.602299385592346
Ana Pereira Sant' Anna,431.019.090-15,23,47524.0,2024-06-05,21-25,96,0.0073,2024-06-05,0.87,733.0252751573959,317.54,734.47,-1.4447248426041597
José Prenda Maia,717.227.801-18,23,120615.0,2024-06-05,21-25,48,0.0073,2024-06-05,0.87,3089.462462515041,2031.6,3089.76,-0.29753748495932086
Rosimeri Oliveira Rodrigues,483.572.069-56,21,69770.0,2024-06-05,21-25,120,0.0073,2024-06-05,0.87,942.2693625143734,330.43,942.52,-0.25063748562661203
Charles Matos Sande,986.812.272-46,21,186596.0,2024-06-05,21-25,96,0.0073,2024-06-05,0.87,2884.8182274202136,1246.79,2883.8,1.0182274202134067
Noemi Souza Rodrigues,638.185.959-84,24,213412.0,2024-06-05,21-25,96,0.0073,2024-06-05,0.87,3298.836670746079,1425.97,3298.23,0.6066707460790894
Pedro Rodrigues Albernaz,872.494.726-15,22,129315.0,2024-06-05,21-25,84,0.0073,2024-06-05,0.87,2183.664520375084,1047.72,2182.2,1.4645203750842484
Igor Maia Costa,296.170.749-82,24,232744.0,2024-06-05,21-25,84,0.0073,2024-06-05,0.87,3926.7959221664223,1885.71,3927.57,-0.7740778335778487
Leticia Silva Sande,184.768.577-30,23,128155.0,2024-06-05,21-25,60,0.0073,2024-06-05,0.87,2756.6877774580803,1632.0,2756.3,0.3877774580801088
Samuel Sande Matos,843.312.241-04,25,254251.0,2024-06-05,21-25,36,0.0073,2024-06-05,0.87,8266.386998358535,6036.55,8267.09,-0.7030016414646525
Igor Maia Prenda,597.639.751-40,30,69294.0,2024-06-05,26-30,36,0.0091,2024-06-05,0.87,2254.869657173168,1644.67,2253.83,1.0396571731680524
Rosimeri Souza Souza,199.004.371-28,30,145333.0,2024-06-05,26-30,60,0.0091,2024-06-05,0.87,3126.2875842758926,1849.7,3127.32,-1.0324157241075227
Telma Maia Pereira,749.476.547-67,26,165259.0,2024-06-05,26-30,84,0.0091,2024-06-05,0.87,2792.1152928120387,1337.83,2790.62,1.4952928120387696
Alexandre Albernaz Oliveira,524.540.863-52,28,72614.0,2024-06-05,26-30,84,0.0091,2024-06-05,0.87,1227.4253771068363,587.83,1226.18,1.2453771068362585
Fatima Maia Cunha,915.238.864-63,26,181977.0,2024-06-05,26-30,36,0.0091,2024-06-05,0.87,5917.799553754302,4319.16,5918.92,-1.1204462456980764
Ana Matos Santos,195.023.721-40,28,157124.0,2024-06-05,26-30,108,0.0091,2024-06-05,0.87,2259.7764892902205,877.82,2259.1,0.6764892902206157
Marcelo Santos Costa,124.613.605-88,30,139629.0,2024-06-05,26-30,48,0.0091,2024-06-05,0.87,3578.5296054166874,2350.81,3578.29,0.23960541668748192
Marcelo Costa Prenda,248.131.355-01,30,20418.0,2024-06-05,26-30,96,0.0091,2024-06-05,0.87,317.2715689905499,136.3,315.79,1.4815689905498743
João Maia Rodrigues,641.437.375-31,26,69941.0,2024-06-05,26-30,48,0.0091,2024-06-05,0.87,1793.42013533475,1177.54,1792.39,1.030135334749957
Marcelo Prenda Rodrigues,912.858.264-00,28,51208.0,2024-06-05,26-30,48,0.0091,2024-06-05,0.87,1312.3549488387257,862.14,1312.31,0.04494883872575883
Alexandre Souza Cunha,129.153.900-02,29,103147.0,2024-06-05,26-30,48,0.0091,2024-06-05,0.87,2643.6616649605185,1736.59,2643.36,0.30166496051833747
João Albernaz Ferreira,188.386.603-01,28,150467.0,2024-06-05,26-30,120,0.0091,2024-06-05,0.87,2033.9857288562348,711.71,2034.47,-0.48427114376522695
Noemi Sant' Anna Ferreira,897.662.690-76,26,273290.0,2024-06-05,26-30,84,0.0091,2024-06-05,0.87,4615.599580280149,2212.38,4614.87,0.7295802801490936
Ana Cristina Ferreira,918.174.368-80,28,278392.0,2024-06-05,26-30,60,0.0091,2024-06-05,0.87,5989.967290125311,3543.18,5990.52,-0.5527098746897536
Pedro Ferreira Rodrigues,465.129.283-69,30,271020.0,2024-06-05,26-30,96,0.0091,2024-06-05,0.87,4192.950762619,1809.14,4191.68,1.2707626189994699
Augusto Cunha Rodrigues,214.411.904-06,54,232445.0,2024-06-05,51-55,48,0.05,2024-06-05,0.87,6012.857925611041,3873.69,6012.18,0.6779256110403367
Samuel Matos Cristina,886.980.970-65,54,279186.0,2024-06-05,51-55,84,0.05,2024-06-05,0.87,4784.852202141377,2217.71,4786.22,-1.3677978586229074
Alexandre Sant' Anna Sant' Anna,390.620.820-68,54,196314.0,2024-06-05,51-55,84,0.05,2024-06-05,0.87,3365.940368109285,1559.41,3365.5,0.4403681092849183
Igor Costa Silva,400.047.317-43,54,161463.0,2024-06-05,51-55,72,0.05,2024-06-05,0.87,3077.3838792644133,1591.15,3076.61,0.7738792644131536
Gabriel Rodrigues Maia,734.864.237-38,51,286949.0,2024-06-05,51-55,108,0.05,2024-06-05,0.87,4202.390437115313,1563.29,4203.22,-0.8295628846872205
Augusto Costa Costa,333.562.321-50,52,156579.0,2024-06-05,51-55,48,0.05,2024-06-05,0.87,4049.321675755011,2609.38,4049.91,-0.5883242449890531
Marcelo Prenda Costa,342.671.788-36,53,34361.0,2024-06-05,51-55,60,0.05,2024-06-05,0.87,749.1229137733725,431.66,747.78,1.3429137733725156
Augusto Maia Cristina,168.701.144-39,52,139297.0,2024-06-05,51-55,48,0.05,2024-06-05,0.87,3603.423263112516,2321.38,3602.91,0.5132631125161424
Fatima Sande Sande,556.476.999-60,55,121128.0,2024-06-05,51-55,84,0.05,2024-06-05,0.87,2077.447115575632,962.17,2076.55,0.8971155756316875
Igor Silva Pereira,420.427.885-03,52,218545.0,2024-06-05,51-55,36,0.05,2024-06-05,0.87,7159.4977849028965,5148.41,7159.02,0.47778490289601905
Rosimeri Silva Sant' Anna,151.779.467-62,51,284095.0,2024-06-05,51-55,108,0.05,2024-06-05,0.87,4162.57908373538,1547.75,4161.42,1.1590837353796815
Priscila Silva Cunha,839.941.433-65,52,44284.0,2024-06-05,51-55,84,0.05,2024-06-05,0.87,759.0452886742718,351.77,759.18,-0.13471132572817623
Pedro Matos Souza,648.243.892-08,45,125273.0,2024-06-05,41-45,96,0.0195,2024-06-05,0.87,1945.0197682164223,831.58,1945.88,-0.860231783577774
Ana Costa Sande,294.393.200-01,42,99816.0,2024-06-05,41-45,120,0.0195,2024-06-05,0.87,1355.1320726972542,468.75,1356.61,-1.4779273027456838
Alexandre Sant' Anna Maia,543.804.327-26,43,172401.0,2024-06-05,41-45,120,0.0195,2024-06-05,0.87,2343.5377571814597,809.61,2343.12,0.41775718145981955
Pedro Pereira Matos,489.446.923-51,41,291863.0,2024-06-05,41-45,84,0.0195,2024-06-05,0.87,4946.298550983859,2351.4,4947.52,-1.2214490161413778
Marcelo Oliveira Silva,800.857.146-23,45,244713.0,2024-06-05,41-45,36,0.0195,2024-06-05,0.87,7973.02165910652,5797.14,7973.86,-0.8383408934796535
Pedro Rodrigues Silva,956.242.846-08,44,64206.0,2024-06-05,41-45,84,0.0195,2024-06-05,0.87,1087.4399927130778,517.28,1088.39,-0.9500072869223004
Telma Sant' Anna Albernaz,916.701.620-01,44,262371.0,2024-06-05,41-45,96,0.0195,2024-06-05,0.87,4075.5604669288728,1741.65,4075.44,0.12046692887270183
Rosimeri Maia Rodrigues,302.306.033-94,45,158047.0,2024-06-05,41-45,84,0.0195,2024-06-05,0.87,2678.979977371556,1273.31,2679.14,-0.16002262844403958
Charles Pereira Pereira,355.424.300-07,42,143143.0,2024-06-05,41-45,96,0.0195,2024-06-05,0.87,2223.682908008281,950.2,2223.46,0.22290800828113788
Carlos Pereira Santos,938.961.240-30,44,224990.0,2024-06-05,41-45,72,0.0195,2024-06-05,0.87,4244.053005787953,2243.71,4245.0,-0.9469942120467749
Rosimeri Matos Ferreira,087.557.359-24,41,117993.0,2024-06-05,41-45,108,0.0195,2024-06-05,0.87,1704.5576434562147,655.01,1704.56,-0.0023565437852539617
Samuel Matos Oliveira,335.917.936-63,42,60595.0,2024-06-05,41-45,84,0.0195,2024-06-05,0.87,1027.9477887807802,488.19,1027.18,0.7677887807801653
Maria Cristina Sande,496.664.766-57,42,297097.0,2024-06-05,41-45,72,0.0195,2024-06-05,0.87,5606.683009882724,2962.8,5605.48,1.2030098827244728
Igor Pereira Sande,499.398.389-13,41,95227.0,2024-06-05,41-45,60,0.0195,2024-06-05,0.87,2055.147252315108,1207.98,2055.02,0.12725231510785306
Marcelo Rodrigues Cristina,390.260.383-64,42,205683.0,2024-06-05,41-45,120,0.0195,2024-06-05,0.87,2796.0563602904763,965.91,2795.46,0.5963602904762411
Augusto Sant' Anna Souza,975.608.642-44,42,193211.0,2024-06-05,41-45,96,0.0195,2024-06-05,0.87,2999.839815149124,1282.56,3001.17,-1.3301848508758667
Gabriel Oliveira Souza,308.925.259-75,45,131445.0,2024-06-05,41-45,120,0.0195,2024-06-05,0.87,1786.659155377782,617.28,1786.48,0.1791553777820809
José Maia Costa,366.256.645-10,42,67638.0,2024-06-05,41-45,48,0.0195,2024-06-05,0.87,1737.7654536393338,1135.81,1737.45,0.3154536393337821
Daniel Sande Oliveira,316.085.534-18,43,46479.0,2024-06-05,41-45,60,0.0195,2024-06-05,0.87,1002.1057854645012,589.6,1003.03,-0.924214535498777
Augusto Maia Santos,546.726.638-17,43,74094.0,2024-06-05,41-45,60,0.0195,2024-06-05,0.87,1600.2712003342438,939.89,1598.96,1.311200334243722
Daniel Maia Ferreira,665.955.577-38,47,154447.0,2024-06-05,46-50,48,0.033,2024-06-05,0.87,3980.743212309465,2584.81,3979.47,1.2732123094651797
Priscila Souza Pereira,996.521.968-00,48,298795.0,2024-06-05,46-50,84,0.033,2024-06-05,0.87,5090.445510860398,2392.25,5090.37,0.07551086039802613
Maria Maia Oliveira,449.773.460-92,47,64303.0,2024-06-05,46-50,108,0.033,2024-06-05,0.87,934.2867441898215,354.01,934.67,-0.3832558101784116
Marcelo Albernaz Matos,706.531.579-75,47,26343.0,2024-06-05,46-50,36,0.033,2024-06-05,0.87,860.4877695163199,622.51,860.39,0.09776951631988595
Carlos Cristina Oliveira,449.537.918-60,50,58884.0,2024-06-05,46-50,120,0.033,2024-06-05,0.87,805.396354836777,273.95,805.67,-0.2736451632229091
Priscila Sant' Anna Oliveira,196.165.797-03,47,225395.0,2024-06-05,46-50,96,0.033,2024-06-05,0.87,3520.092711669386,1485.37,3520.69,-0.597288330613992
Carlos Costa Rodrigues,467.316.468-73,46,112519.0,2024-06-05,46-50,36,0.033,2024-06-05,0.87,3674.98477868708,2658.95,3675.0,-0.015221312919948105
Samuel Costa Souza,683.947.660-05,46,174408.0,2024-06-05,46-50,96,0.033,2024-06-05,0.87,2723.81788453265,1149.37,2724.27,-0.4521154673498131
Igor Cunha Prenda,203.097.418-82,49,290105.0,2024-06-05,46-50,60,0.033,2024-06-05,0.87,6283.708858879625,3664.23,6283.88,-0.17114112037506857
Gloria Costa Oliveira,452.067.398-47,31,81097.0,2024-06-05,31-35,108,0.0095,2024-06-05,0.87,1165.3187748160185,452.96,1166.21,-0.8912251839815326
Noemi Sant' Anna Prenda,160.699.517-00,34,134973.0,2024-06-05,31-35,96,0.0095,2024-06-05,0.87,2087.2968095531546,900.79,2087.88,-0.5831904468454923
Igor Rodrigues Cristina,442.319.081-84,32,179420.0,2024-06-05,31-35,36,0.0095,2024-06-05,0.87,5834.961523412287,4258.16,5836.16,-1.1984765877132304
Samuel Silva Matos,390.813.774-85,35,250634.0,2024-06-05,31-35,108,0.0095,2024-06-05,0.87,3603.764822632324,1399.89,3604.22,-0.45517736767578754
Irani Matos Matos,476.874.893-73,35,34990.0,2024-06-05,31-35,120,0.0095,2024-06-05,0.87,474.128811926852,165.46,473.2,0.9288119268520063
Augusto Rodrigues Maia,716.026.309-09,35,226985.0,2024-06-05,31-35,72,0.0095,2024-06-05,0.87,4269.860014779898,2272.45,4268.78,1.0800147798981925
Augusto Pereira Sande,241.185.228-29,33,203915.0,2024-06-05,31-35,108,0.0095,2024-06-05,0.87,2933.073281604999,1138.95,2932.38,0.6932816049989015
Gloria Sande Prenda,262.757.368-36,35,85914.0,2024-06-05,31-35,120,0.0095,2024-06-05,0.87,1160.5377886609945,406.27,1161.88,-1.3422113390056438
Telma Santos Matos,460.754.337-32,33,299585.0,2024-06-05,31-35,96,0.0095,2024-06-05,0.87,4634.581363836968,1999.39,4634.24,0.3413638369684122
Ana Pereira Sant' Anna,077.247.341-27,34,149884.0,2024-06-05,31-35,48,0.0095,2024-06-05,0.87,3841.037427678045,2523.22,3841.45,-0.41257232195494
Pedro Sande Prenda,891.611.799-22,31,214209.0,2024-06-05,31-35,72,0.0095,2024-06-05,0.87,4028.576537874398,2144.54,4028.51,0.06653787439790904
Charles Souza Matos,771.987.941-49,32,148049.0,2024-06-05,31-35,48,0.0095,2024-06-05,0.87,3795.378531074467,2492.33,3794.42,0.9585310744669187
Augusto Sant' Anna Prenda,267.672.772-90,32,182452.0,2024-06-05,31-35,72,0.0095,2024-06-05,0.87,3430.9787107786547,1826.6,3431.27,-0.2912892213453233
Gabriel Sant' Anna Matos,575.381.133-71,34,119913.0,2024-06-05,31-35,48,0.0095,2024-06-05,0.87,3073.70925080029,2018.68,3073.31,0.39925080029024684
Samuel Sande Ferreira,470.626.756-01,88,115317.0,2024-06-05,86-90,120,1.27,2024-06-05,0.87,2679.6680350636598,211.08,2678.86,0.808035063659645
José Ferreira Santos,208.159.674-11,88,137921.0,2024-06-05,86-90,108,1.27,2024-06-05,0.87,3284.5468255871688,333.75,3285.26,-0.7131744128314494
Gabriel Cristina Matos,151.345.847-70,88,262951.0,2024-06-05,86-90,36,1.27,2024-06-05,0.87,10548.673600561737,4922.54,10549.69,-1.0163994382637611
Marcelo Ferreira Matos,869.739.009-50,87,111450.0,2024-06-05,86-90,36,1.27,2024-06-05,0.87,4472.259216358111,2086.38,4471.41,0.8492163581113346
Pedro Cristina Albernaz,894.006.012-12,88,229100.0,2024-06-05,86-90,48,1.27,2024-06-05,0.87,7682.115689023935,2780.71,7683.45,-1.3343109760644438
Gloria Costa Cristina,937.528.576-68,86,261995.0,2024-06-05,86-90,36,1.27,2024-06-05,0.87,10512.412997685677,4904.64,10511.33,1.0829976856766734
Igor Prenda Cristina,204.791.251-20,88,135904.0,2024-06-05,86-90,60,1.27,2024-06-05,0.87,4043.753629898657,1134.97,4043.32,0.4336298986568181
Gloria Ferreira Santos,093.872.780-00,88,141717.0,2024-06-05,86-90,96,1.27,2024-06-05,0.87,3488.386574071761,457.1,3489.84,-1.453425928239085
